local_datetime,NB_average_delay,SB_average_delay,NB_average_traveltime,SB_average_traveltime,min_units,NB_average_speed,SB_average_speed,speed_units
9/3/2024 20:00,0.15,0.12,0.59,0.56,mins,30.4,28.5,mph
9/3/2024 21:00,0.05,0.13,0.5,0.57,mins,33.1,27.7,mph
9/3/2024 22:00,0.09,0.04,0.54,0.46,mins,31.3,34.8,mph
9/3/2024 23:00,0.01,0.06,0.4,0.49,mins,40.7,32.3,mph
9/4/2024 0:00,0.01,0.01,0.39,0.42,mins,42.6,37.7,mph
9/4/2024 1:00,0.02,0.03,0.39,0.45,mins,42.8,35.7,mph
9/4/2024 2:00,0,0.03,0.36,0.41,mins,46.1,38.9,mph
9/4/2024 3:00,0,0.01,0.35,0.37,mins,47.3,42.4,mph
9/4/2024 4:00,0,0.03,0.36,0.43,mins,45.3,37.5,mph
9/4/2024 5:00,0.01,0.06,0.41,0.46,mins,40.5,34.5,mph
9/4/2024 6:00,0.11,0.1,0.54,0.51,mins,32,30.7,mph
9/4/2024 7:00,0.2,0.1,0.66,0.54,mins,26.3,29.6,mph
9/4/2024 8:00,0.14,0.22,0.58,0.65,mins,29.7,25.4,mph
9/4/2024 9:00,0.16,0.09,0.58,0.52,mins,30.2,30.5,mph
9/4/2024 10:00,0.34,0.16,0.8,0.59,mins,21.5,27.6,mph
9/4/2024 11:00,0.26,0.12,0.72,0.56,mins,23.5,28.1,mph
9/4/2024 12:00,0.18,0.12,0.62,0.56,mins,28.9,28.2,mph
9/4/2024 13:00,0.25,0.1,0.7,0.54,mins,24.2,29.5,mph
9/4/2024 14:00,0.26,0.07,0.71,0.51,mins,24.1,31.1,mph
9/4/2024 15:00,0.25,0.11,0.7,0.55,mins,24.2,29.4,mph
9/4/2024 16:00,0.23,0.05,0.68,0.49,mins,25.6,32.1,mph
9/4/2024 17:00,0.18,0.03,0.6,0.46,mins,31.3,33.9,mph
9/4/2024 18:00,0.05,0.12,0.43,0.56,mins,40,28.7,mph
9/4/2024 19:00,0.16,0.09,0.57,0.53,mins,33.7,29.8,mph
9/4/2024 20:00,0.12,0.16,0.55,0.6,mins,30.3,26.3,mph
9/4/2024 21:00,0.15,0.11,0.6,0.55,mins,28.3,28.8,mph
9/4/2024 22:00,0.16,0.08,0.56,0.51,mins,32.8,30.7,mph
9/4/2024 23:00,0.01,0.12,0.38,0.54,mins,43.6,29,mph
9/5/2024 0:00,0.01,0.05,0.4,0.47,mins,41.5,33.8,mph
9/5/2024 1:00,0.06,0.07,0.47,0.46,mins,36.9,34.2,mph
9/5/2024 2:00,0.01,0.01,0.4,0.41,mins,41.6,38.3,mph
9/5/2024 3:00,0.01,0,0.38,0.36,mins,43.3,43.5,mph
9/5/2024 4:00,0,0.05,0.33,0.45,mins,49.1,36.1,mph
9/5/2024 5:00,0.05,0.12,0.45,0.54,mins,38.3,29.4,mph
9/5/2024 6:00,0.1,0.05,0.54,0.47,mins,30.6,34,mph
9/5/2024 7:00,0.08,0.09,0.51,0.52,mins,33.4,30.7,mph
9/5/2024 8:00,0.28,0.1,0.74,0.53,mins,22.7,29.7,mph
9/5/2024 9:00,0.07,0.06,0.51,0.5,mins,33.5,31.5,mph
9/5/2024 10:00,0.19,0.06,0.63,0.48,mins,28.1,32.7,mph
9/5/2024 11:00,0.24,0.04,0.7,0.47,mins,24.6,33.7,mph
9/5/2024 12:00,0.21,0.05,0.66,0.49,mins,26.6,32.1,mph
9/5/2024 13:00,0.11,0.1,0.53,0.53,mins,33,30,mph
9/5/2024 14:00,0.22,0.09,0.67,0.52,mins,25.3,30.1,mph
9/5/2024 15:00,0.11,0.09,0.54,0.52,mins,31.6,30.2,mph
9/5/2024 16:00,0.13,0.08,0.56,0.51,mins,31.3,31.1,mph
9/5/2024 17:00,0.21,0.08,0.65,0.51,mins,25.9,31.2,mph
9/5/2024 18:00,0.05,0.06,0.47,0.49,mins,36.2,32,mph
9/5/2024 19:00,0.08,0.14,0.51,0.57,mins,33.2,28.1,mph
9/5/2024 20:00,0.22,0.11,0.67,0.55,mins,26.8,29,mph
9/5/2024 21:00,0.2,0.08,0.66,0.52,mins,25.1,30.5,mph
9/5/2024 22:00,0.09,0.06,0.55,0.5,mins,30.7,31.7,mph
9/5/2024 23:00,0.04,0.11,0.43,0.55,mins,39,28.8,mph
9/6/2024 0:00,0.01,0.1,0.39,0.52,mins,42,30.6,mph
9/6/2024 1:00,0.01,0.06,0.39,0.49,mins,42,32.4,mph
9/6/2024 2:00,0.01,0.05,0.4,0.44,mins,41.3,35.8,mph
9/6/2024 3:00,0,0,0.37,0.36,mins,43.8,43.7,mph
9/6/2024 4:00,0.01,0.09,0.35,0.51,mins,47.2,31,mph
9/6/2024 5:00,0.01,0.19,0.38,0.6,mins,43.2,26.8,mph
9/6/2024 6:00,0.07,0.11,0.49,0.54,mins,35.2,29.3,mph
9/6/2024 7:00,0.12,0.15,0.56,0.58,mins,31.4,27.8,mph
9/6/2024 8:00,0.17,0.1,0.6,0.54,mins,28.3,29.2,mph
9/6/2024 9:00,0.29,0.07,0.74,0.5,mins,23.3,31.9,mph
9/6/2024 10:00,0.18,0.13,0.63,0.56,mins,28.1,28.3,mph
